objectid,id,address,terminal_num,lat,long,nbikes,empty_docks
177404115,423,16th & Q St SE / Anacostia HS,31812,38.870695,-76.982359,6,16
177404116,424,Spring Hill Metro,32200,38.929261,-77.240654,6,7
177404117,425,Westpark Dr & Leesburg Pike,32201,38.92403,-77.235955,4,6
177404118,427,Tysons One Pl & Chain Bridge Rd,32203,38.919475,-77.221179,5,5
177404119,428,Tysons Corner Station,32204,38.920939,-77.222115,9,2
177404120,429,Westpark & Jones Branch Dr,32205,38.924437,-77.217664,5,6
177404121,430,Jones Branch & Westbranch Dr,32206,38.931911,-77.219261,5,7
177404122,431,Westpark & Park Run Dr,32207,38.928919,-77.225394,6,5
177404123,432,Tysons West Transit Center,32208,38.932636,-77.231825,5,4
177404124,433,North Shore & Cameron Crescent Dr/Crescent Apartments,32209,38.970046,-77.338686,3,8
177404125,434,Town Center Pkwy & Bowman Towne Dr,32210,38.962524,-77.361902,7,6
177404126,435,Reston Regional Library,32211,38.962095,-77.358815,5,10
177404127,436,New Dominion Pkwy & Fountain Dr,32212,38.960574,-77.356324,6,8
177404128,437,Sunset Hills & Old Reston Ave,32213,38.955079,-77.351649,3,12
177404129,438,Reston Town Center Transit Station,32214,38.957037,-77.359718,10,5
177404130,439,1st & D St SE,31643,38.884916,-77.005965,6,12
177404131,440,Reston Station,32215,38.948363,-77.338119,14,19
177404132,441,Library St & Freedom Dr,32216,38.959633,-77.358741,12,7
177404133,442,Sunset Hills Rd & Discovery Square,32217,38.95534,-77.357611,3,12
177404134,443,22nd St & Constitution Ave NW,31292,38.892441,-77.048947,1,22
177404135,444,61st St & Banks Pl NE,31714,38.891805,-76.913563,6,13
177404136,445,Temporary Rd & Old Reston Ave,32218,38.960084,-77.353414,8,7
177404137,446,Reston YMCA,32219,38.955314,-77.368416,13,2
177404138,447,Sunset Hills Rd & Isaac Newton Square,32220,38.951443,-77.34038,8,2
177404139,448,N Lynn St & Fairfax Dr,31917,38.89386,-77.070862,3,11
177404140,449,Georgia Ave & Piney Branch Rd NW,31414,38.967505,-77.027976,12,3
177404141,450,Greensboro & International Dr,32221,38.923083,-77.227417,2,9
177404142,451,Madison & Fairfax St,31918,38.812351,-77.040691,15,0
177404143,452,Sligo Ave & Carroll Ln,32058,38.990874,-77.016311,10,5
177404144,453,15th & W St NW,31125,38.919086,-77.034502,18,1
177404145,454,12th St & Pennsylvania Ave SE,31644,38.882489,-76.990121,15,4
177404146,455,3rd St & Riggs Rd NE,31412,38.957463,-77.002239,8,7
177404147,456,Carlin Springs Rd & N Thomas St,31919,38.876695,-77.112982,7,8
177404148,457,Towers Crescent Dr & Tysons One Pl,32222,38.915246,-77.220157,5,6
177404149,458,6th & K St NE,31645,38.902877,-76.998405,7,11
177404150,459,Pooks Hill Rd & Linden Ave,32057,39.014716,-77.107143,7,8
177404151,460,Takoma Park Rec Center,32059,38.98265,-76.988311,9,6
177404152,461,New Hampshire & Kirklynn Ave,32061,38.988101,-76.988422,6,9
177404153,462,Wheaton Metro/Georgia Ave & Reedie Dr,32062,39.038341,-77.051023,8,11
177404154,463,Amherst Ave & Elkins St,32063,39.044887,-77.047788,6,9
177404155,464,Amherst Ave & Prichard Rd,32064,39.035965,-77.048395,4,10
177404156,465,Grandview & Blueridge Ave,32065,39.043272,-77.053085,8,7
177404157,466,Windham Ln & Amherst Ave,32066,39.032029,-77.04735,9,6
177404158,467,North Shore Dr & Village Rd,32223,38.970412,-77.340787,7,4
177404159,468,Town Center Pkwy & Sunset Hills Rd,32224,38.955171,-77.363094,5,6
177404160,469,3rd & Underwood St NW,31413,38.968834,-77.016258,15,4
177404161,470,18th & Monroe St NE,31521,38.93293,-76.979517,11,8
177404162,471,7th & E St SW,31294,38.88345,-77.021741,8,11
177404163,472,Shady Grove Metro East,32067,39.121327,-77.164969,10,9
177404164,473,Potomac & M St NW,31295,38.905368,-77.065149,6,10
177404165,474,Columbia & Ontario Rd NW,31296,38.924088,-77.040787,9,14
177404166,475,Washington-Lee High School / N Stafford St & Generals Way,31920,38.888282,-77.111066,2,13
177404167,476,Westover Library / Washington Blvd & N McKinley Rd,31921,38.886048,-77.142317,8,7
177404168,477,Columbia Pike & S Taylor St,31923,38.858524,-77.103728,11,4
177404169,478,Columbus Ave & Tribeca St,32068,39.126,-77.1673,4,7
177404170,479,Columbus Ave & Gramercy Blvd,32069,39.12333,-77.16486,7,4
177404171,480,Reston Pkwy & Spectrum Dr,32225,38.964208,-77.35428,10,5
177404172,481,Key West Ave & Great Seneca Hwy,32070,39.105642,-77.20386,5,6
177404173,482,Virginia Ave & 25th St NW,31297,38.8995,-77.054155,7,11
177404174,483,15th & M St NW,31298,38.905424,-77.034674,2,17
177404175,484,11th & Girard St NW,31126,38.925636,-77.027112,1,18
177404176,485,Connecticut Ave & R St NW,31299,38.912644,-77.04564,5,14
177404177,486,Wilson Blvd & N Troy St,31924,38.892556,-77.082089,3,12
177404178,487,Nebraska Ave/AU East Campus,31320,38.936298,-77.087128,3,16
177404179,488,15th St & Constitution Ave NW,31321,38.892244,-77.033234,12,7
177404180,489,22nd & H St NW,31127,38.899104,-77.048946,2,15
177404181,490,23rd & M St NW,31128,38.905303,-77.050264,18,1
177404182,491,Corporate Blvd & Omega Dr,32071,39.106971,-77.192645,4,9
177404183,492,Key West Ave & Diamondback Dr,32072,39.106152,-77.202354,4,7
177404184,493,Alabama Ave & Stanton Rd SE / Shops at Park Village,31813,38.84627,-76.98185,4,15
177404185,494,Mississippi Ave & 19th St SE / THEARC,31814,38.84377,-76.97557,10,9
177404186,495,19th & Savannah St SE,31815,38.84623,-76.97703,5,5
177404187,496,4th St & Mississippi Ave SE,31816,38.836,-77.0009,10,8
177404188,497,1st & S Capitol St SE / Oxon Run Trail,31817,38.824481,-77.005497,7,12
177404189,498,Livingston Rd & 3rd St SE,31818,38.82373,-77.00223,8,7
177404190,499,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,31819,38.81909,-77.01033,9,9
177404191,500,37th & Ely Pl SE / Fort Dupont Ice Arena,31715,38.883011,-76.949709,7,8
177404192,501,15th St & Pennsylvania Ave NW/Pershing Park,31129,38.89635,-77.03338,12,6
177404193,505,Maine Ave & 9th St SW,31646,38.88044,-77.025236,10,5
177403709,1,Eads St & 15th St S,31000,38.858971,-77.05323,6,9
177403710,2,18th & Eads St.,31001,38.85725,-77.05332,7,4
177403711,3,20th & Crystal Dr,31002,38.856425,-77.049232,12,4
177403712,4,15th & Crystal Dr,31003,38.86017,-77.049593,7,4
177403713,5,Aurora Hills Community Ctr/18th & Hayes St,31004,38.857866,-77.05949,7,4
177403714,6,Pentagon City Metro / 12th & S Hayes St,31005,38.862303,-77.059936,6,12
177403715,7,S Joyce & Army Navy Dr,31006,38.8637,-77.0633,7,8
177403716,8,Crystal City Metro / 18th & Bell St,31007,38.857405,-77.051132,3,16
177403717,9,12th & Army Navy Dr,31008,38.8629,-77.0528,5,5
177403718,10,27th & Crystal Dr,31009,38.848441,-77.051516,8,11
177403719,11,S Glebe & Potomac Ave,31010,38.8426,-77.0502,6,4
177403720,12,23rd & Crystal Dr,31011,38.8533,-77.0498,4,12
177403721,13,26th & S Clark St,31012,38.850688,-77.05152,5,6
177403722,14,19th St & Pennsylvania Ave NW,31100,38.9003,-77.0429,4,11
177403723,15,14th & V St NW,31101,38.9176,-77.0321,24,3
177403724,16,11th & Kenyon St NW,31102,38.929464,-77.027822,1,24
177403725,17,16th & Harvard St NW,31103,38.926088,-77.036536,10,23
177403726,18,Adams Mill & Columbia Rd NW,31104,38.922925,-77.042581,0,15
177403727,19,14th & Harvard St NW,31105,38.9268,-77.0322,4,14
177403728,20,Calvert & Biltmore St NW,31106,38.923203,-77.047637,7,16
177403729,21,Lamont & Mt Pleasant NW,31107,38.9319,-77.0388,11,8
177403730,22,4th & M St SW,31108,38.8767,-77.0178,12,10
177403731,23,15th & P St NW,31201,38.90985,-77.034438,3,15
177403732,24,14th & R St NW,31202,38.912939,-77.032085,9,10
177403733,25,14th & Rhode Island Ave NW,31203,38.9086,-77.0323,22,1
177403734,26,20th & E St NW,31204,38.8963,-77.045,2,13
177403735,27,21st & I St NW,31205,38.9008,-77.047,10,25
177403736,28,Georgia & New Hampshire Ave NW,31400,38.936043,-77.024649,3,12
177403737,29,14th St & Spring Rd NW,31401,38.9375,-77.0328,7,4
177403738,30,John McCormack Dr & Michigan Ave NE,31502,38.9346,-76.9955,6,4
177403739,31,5th & K St NW,31600,38.90304,-77.019027,9,9
177403740,32,19th & East Capitol St SE,31601,38.8896,-76.9769,3,9
177403741,33,Park Rd & Holmead Pl NW,31602,38.9308,-77.0315,2,17
177403742,34,Good Hope & Naylor Rd SE,31700,38.8601,-76.9672,6,5
177403743,35,Connecticut Ave & Newark St NW / Cleveland Park,31305,38.934267,-77.057979,2,9
177403744,36,Randle Circle & Minnesota Ave SE,31702,38.878,-76.9607,8,2
177403745,37,Minnesota Ave Metro/DOES,31703,38.897063,-76.947446,5,10
177403746,38,Nannie Helen Burroughs & Minnesota Ave NE,31704,38.901385,-76.941877,4,7
177403747,39,Anacostia Metro,31801,38.862669,-76.994637,6,5
177403748,40,Good Hope Rd & MLK Ave SE,31802,38.867373,-76.988039,1,10
177403749,41,19th & E Street NW,31206,38.8952,-77.0436,4,7
177403750,42,4th & W St NE,31500,38.919077,-77.000648,4,11
177403751,43,10th & U St NW,31111,38.9172,-77.0259,9,6
177403752,44,Georgia Ave and Fairmont St NW,31207,38.9249,-77.0222,2,9
177403753,45,1st & N St  SE,31209,38.8743,-77.0057,15,24
177403754,46,20th St & Florida Ave NW,31110,38.9154,-77.0446,12,3
177403755,47,7th & T St NW,31109,38.9155,-77.0222,2,13
177403756,48,Eads & 22nd St S,31013,38.854381,-77.053412,13,1
